Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,2024-01-05 00:00:00,2024-01-12 00:00:00,540,,,2,,,,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,560,wenge,iki göbek,17,,5,1,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,600,bute beyaz,yavru kanat,,,,,12,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,610,bute beyaz,madra,14,,,,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,620,bute beyaz,baklava,11,,3,,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,630,bute beyaz,karışık çizgi,63,3,16,6,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,640,,,2,,,,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,660,bute beyaz,iki göbek,170,7,42,26,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,700,küp akça,yavru kanat,,,,,15,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,720,küp akça,baklava,20,,4,2,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,730,küp akça,karışık çizgi,12,,6,3,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,740,,,2,,,,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,760,küp akça,iki göbek,92,6,15,10,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,800,ardahan gri,yavru kanat,,,,,14,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,810,ardahan gri,madra,11,,,2,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,820,ardahan gri,baklava,8,3,,3,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,830,ardahan gri,karışık çizgi,,,,,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,840,,,2,,,,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,860,ardahan gri,iki göbek,102,6,33,7,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,900,pvc gri,yavru kanat,,,,,1,,11,6
,2024-01-05 00:00:00,2024-01-12 00:00:00,920,pvc gri,baklava,37,,8,,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,930,pvc gri,karışık çizgi,7,,,,,,,
,2024-01-05 00:00:00,2024-01-12 00:00:00,960,pvc gri,iki göbek,1,1,,1,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,100,italyan ceviz,yavru kanat,,,,,22,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,110,italyan ceviz,madra,97,8,9,15,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,120,italyan ceviz,baklava,14,,5,1,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,130,italyan ceviz,karışık çizgi,16,,11,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,140,,,,,1,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,160,italyan ceviz,iki göbek,86,3,6,18,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,200,koyu ceviz,yavru kanat,,,,,6,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,220,koyu ceviz,baklava,5,,,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,230,koyu ceviz,karışık çizgi,21,1,15,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,240,,,4,,,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,260,koyu ceviz,iki göbek,48,1,14,6,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,300,gold ceviz,yavru kanat,,,,,11,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,310,gold ceviz,madra,12,1,12,2,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,320,gold ceviz,baklava,10,,,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,330,gold ceviz,karışık çizgi,11,,2,2,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,340,,,15,,3,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,360,gold ceviz,iki göbek,25,,4,7,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,400,ABD ceviz,yavru kanat,,,,,5,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,410,ABD ceviz,madra,1,,,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,420,ABD ceviz,baklava,30,,,1,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,430,ABD ceviz,karışık çizgi,10,,1,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,460,ABD ceviz,iki göbek,38,2,8,2,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,500,wenge,yavru kanat,,,,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,520,wenge,baklava,11,,3,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,530,wenge,karışık çizgi,4,,,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,540,,,,,,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,560,wenge,iki göbek,17,,2,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,600,bute beyaz,yavru kanat,,,,,56,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,610,bute beyaz,madra,17,,10,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,620,bute beyaz,baklava,19,,9,1,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,630,bute beyaz,karışık çizgi,79,5,27,6,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,640,,,8,,6,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,660,bute beyaz,iki göbek,354,33,115,76,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,700,küp akça,yavru kanat,,,,,26,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,720,küp akça,baklava,26,,6,1,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,730,küp akça,karışık çizgi,58,1,20,3,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,740,,,8,,,1,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,760,küp akça,iki göbek,116,16,29,21,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,800,ardahan gri,yavru kanat,,,,,23,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,810,ardahan gri,madra,38,1,9,3,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,820,ardahan gri,baklava,,,2,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,830,ardahan gri,karışık çizgi,86,5,11,3,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,840,,,4,1,5,3,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,860,ardahan gri,iki göbek,142,5,36,9,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,900,pvc gri,yavru kanat,,,,,10,,10,10
,2024-01-19 00:00:00,2024-01-26 00:00:00,920,pvc gri,baklava,30,,1,3,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,930,pvc gri,karışık çizgi,66,8,6,,,,,
,2024-01-19 00:00:00,2024-01-26 00:00:00,960,pvc gri,iki göbek,,1,5,5,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,100,italyan ceviz,yavru kanat,,,,,2,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,110,italyan ceviz,madra,44,,9,4,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,120,italyan ceviz,baklava,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,130,italyan ceviz,karışık çizgi,6,,2,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,140,,,5,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,160,italyan ceviz,iki göbek,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,200,koyu ceviz,yavru kanat,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,220,koyu ceviz,baklava,6,,1,4,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,230,koyu ceviz,karışık çizgi,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,240,,,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,260,koyu ceviz,iki göbek,31,1,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,300,gold ceviz,yavru kanat,,,,,4,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,310,gold ceviz,madra,3,1,5,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,320,gold ceviz,baklava,4,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,330,gold ceviz,karışık çizgi,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,340,,,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,360,gold ceviz,iki göbek,21,,,1,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,400,ABD ceviz,yavru kanat,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,410,ABD ceviz,madra,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,420,ABD ceviz,baklava,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,430,ABD ceviz,karışık çizgi,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,460,ABD ceviz,iki göbek,12,,2,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,500,wenge,yavru kanat,,,,,2,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,520,wenge,baklava,,,1,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,530,wenge,karışık çizgi,16,1,1,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,540,,,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,560,wenge,iki göbek,,1,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,600,bute beyaz,yavru kanat,,,,,11,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,610,bute beyaz,madra,4,,5,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,620,bute beyaz,baklava,2,1,2,1,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,630,bute beyaz,karışık çizgi,46,6,18,2,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,640,,,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,660,bute beyaz,iki göbek,58,6,23,21,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,700,küp akça,yavru kanat,,,,,16,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,720,küp akça,baklava,3,,5,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,730,küp akça,karışık çizgi,49,,14,4,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,740,,,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,760,küp akça,iki göbek,3,,5,3,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,800,ardahan gri,yavru kanat,,,,,9,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,810,ardahan gri,madra,15,,7,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,820,ardahan gri,baklava,,1,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,830,ardahan gri,karışık çizgi,23,1,2,9,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,840,,,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,860,ardahan gri,iki göbek,2,,1,3,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,900,pvc gri,yavru kanat,,,,,7,,30,3
,2024-01-26 00:00:00,2024-02-02 00:00:00,920,pvc gri,baklava,,,,,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,930,pvc gri,karışık çizgi,17,1,9,5,,,,
,2024-01-26 00:00:00,2024-02-02 00:00:00,960,pvc gri,iki göbek,,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,100,italyan ceviz,yavru kanat,,,,,3,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,110,italyan ceviz,madra,16,1,3,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,120,italyan ceviz,baklava,,,2,1,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,130,italyan ceviz,karışık çizgi,26,,7,4,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,140,,,1,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,160,italyan ceviz,iki göbek,,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,200,koyu ceviz,yavru kanat,,,,,1,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,220,koyu ceviz,baklava,9,1,2,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,230,koyu ceviz,karışık çizgi,,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,240,,,3,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,260,koyu ceviz,iki göbek,6,,1,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,300,gold ceviz,yavru kanat,,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,310,gold ceviz,madra,,,1,1,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,320,gold ceviz,baklava,,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,330,gold ceviz,karışık çizgi,,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,340,,,,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,360,gold ceviz,iki göbek,8,,,6,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,400,ABD ceviz,yavru kanat,,,,,2,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,410,ABD ceviz,madra,,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,420,ABD ceviz,baklava,,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,430,ABD ceviz,karışık çizgi,6,,2,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,440,,,3,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,460,ABD ceviz,iki göbek,4,1,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,500,wenge,yavru kanat,,,,,1,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,520,wenge,baklava,,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,530,wenge,karışık çizgi,3,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,540,,,,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,560,wenge,iki göbek,7,,2,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,600,bute beyaz,yavru kanat,,,,,16,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,610,bute beyaz,madra,2,,2,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,620,bute beyaz,baklava,3,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,630,bute beyaz,karışık çizgi,19,6,2,3,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,640,,,,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,660,bute beyaz,iki göbek,85,7,21,23,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,700,küp akça,yavru kanat,,,,,9,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,720,küp akça,baklava,7,,3,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,730,küp akça,karışık çizgi,67,,40,6,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,740,,,10,,4,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,760,küp akça,iki göbek,,1,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,800,ardahan gri,yavru kanat,,,,,7,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,810,ardahan gri,madra,6,,5,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,820,ardahan gri,baklava,,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,830,ardahan gri,karışık çizgi,37,1,11,1,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,840,,,9,,,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,860,ardahan gri,iki göbek,1,,4,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,900,pvc gri,yavru kanat,,,,,1,,1,
,2024-02-02 00:00:00,2024-02-09 00:00:00,920,pvc gri,baklava,,,3,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,930,pvc gri,karışık çizgi,5,,5,,,,,
,2024-02-02 00:00:00,2024-02-09 00:00:00,960,pvc gri,iki göbek,23,2,2,1,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,100,italyan ceviz,yavru kanat,,,,,7,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,110,italyan ceviz,madra,3,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,120,italyan ceviz,baklava,,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,130,italyan ceviz,karışık çizgi,29,1,8,6,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,140,,,,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,160,italyan ceviz,iki göbek,,1,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,200,koyu ceviz,yavru kanat,,,,,3,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,220,koyu ceviz,baklava,,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,230,koyu ceviz,karışık çizgi,,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,240,,,5,,,2,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,260,koyu ceviz,iki göbek,19,1,8,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,300,gold ceviz,yavru kanat,,,,,6,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,310,gold ceviz,madra,6,1,2,1,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,320,gold ceviz,baklava,17,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,330,gold ceviz,karışık çizgi,6,,4,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,340,,,,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,360,gold ceviz,iki göbek,19,,10,5,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,400,ABD ceviz,yavru kanat,,,,,3,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,410,ABD ceviz,madra,12,,9,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,420,ABD ceviz,baklava,,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,430,ABD ceviz,karışık çizgi,8,,,1,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,460,ABD ceviz,iki göbek,5,,2,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,500,wenge,yavru kanat,,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,520,wenge,baklava,,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,530,wenge,karışık çizgi,,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,540,,,,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,560,wenge,iki göbek,9,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,600,bute beyaz,yavru kanat,,,,,16,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,610,bute beyaz,madra,15,,5,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,620,bute beyaz,baklava,4,,1,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,630,bute beyaz,karışık çizgi,45,2,17,6,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,640,,,,,,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,660,bute beyaz,iki göbek,141,14,22,21,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,700,küp akça,yavru kanat,,,,,9,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,720,küp akça,baklava,16,,11,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,730,küp akça,karışık çizgi,33,1,14,,,,,
,2024-02-09 00:00:00,2024-02-16 00:00:00,740,,,,,,,,,,
